Date, Country,Temperature (Monthly â€“ C),Precip (mm)
04/30/99,IDN,26.4628,285.484
05/31/99,IDN,26.1103,230.814
06/30/99,IDN,26.1918,192.122
07/31/99,IDN,25.7702,216.503
08/31/99,IDN,25.8774,179.435
09/30/99,IDN,26.1361,184.807
10/31/99,IDN,26.246,321.922
11/30/99,IDN,26.3394,261.843
12/31/99,IDN,25.8838,297.348
01/31/00,IDN,25.7725,298.004
02/29/00,IDN,25.8719,250.758
03/31/00,IDN,26.1374,301.55
04/30/00,IDN,26.265,279.658
05/31/00,IDN,26.4191,239.274
06/30/00,IDN,25.4851,250.359
07/31/00,IDN,26.0503,169.902
08/31/00,IDN,25.8358,186.601
09/30/00,IDN,26.1698,199.597
10/31/00,IDN,26.3367,306.045
11/30/00,IDN,26.4131,347.084
12/31/00,IDN,26.1112,281.618
01/31/01,IDN,25.8764,341.008
02/28/01,IDN,25.887,255.063
03/31/01,IDN,26.1875,325.607
04/30/01,IDN,26.3412,301.525
05/31/01,IDN,26.387,178.44
06/30/01,IDN,26.2247,202.398
07/31/01,IDN,26.1534,124.66
08/31/01,IDN,26.0895,141.784
09/30/01,IDN,26.173,218.799
10/31/01,IDN,26.491,298.757
11/30/01,IDN,26.3644,279.333
12/31/01,IDN,26.1881,279.938
01/31/02,IDN,26.2737,296.158
02/28/02,IDN,25.9213,214.953
03/31/02,IDN,26.6235,296.054
04/30/02,IDN,26.807,262.049
05/31/02,IDN,26.9254,222.858
06/30/02,IDN,26.1316,182.552
07/31/02,IDN,26.1432,139.714
08/31/02,IDN,25.7781,138.578
09/30/02,IDN,26.071,151.973
10/31/02,IDN,26.6266,154.236
11/30/02,IDN,26.579,272.078
12/31/02,IDN,26.6968,314.866
01/31/03,IDN,26.1765,300.959
02/28/03,IDN,26.235,286.267
03/31/03,IDN,26.3187,318.647
04/30/03,IDN,26.4786,296.608
05/31/03,IDN,26.9204,224.613
06/30/03,IDN,26.4297,160.72
07/31/03,IDN,26.0002,169.529
08/31/03,IDN,26.0957,210.676
09/30/03,IDN,26.0868,200.139
10/31/03,IDN,26.2444,274.364
11/30/03,IDN,26.3683,272.593
12/31/03,IDN,25.9868,324.946
01/31/04,IDN,26.125,333.281
02/29/04,IDN,26.0717,235.4
03/31/04,IDN,26.4085,308.083
04/30/04,IDN,26.8517,256.295
05/31/04,IDN,26.6454,250.205
06/30/04,IDN,26.1745,141.649
07/31/04,IDN,25.4566,178.221
08/31/04,IDN,26.0441,78.453
09/30/04,IDN,25.6413,184.926
10/31/04,IDN,26.4037,187.983
11/30/04,IDN,26.4487,282.106
12/31/04,IDN,26.1272,316.522
01/31/05,IDN,26.1737,268.781
02/28/05,IDN,26.5991,219.352
03/31/05,IDN,26.5413,277.787
04/30/05,IDN,26.7615,309.804
05/31/05,IDN,26.4223,243.027
06/30/05,IDN,26.1914,174.88
07/31/05,IDN,26.026,171.225
08/31/05,IDN,26.1325,151.49
09/30/05,IDN,26.3439,161.345
10/31/05,IDN,26.4573,291.454
11/30/05,IDN,26.3638,278.888
12/31/05,IDN,26.0479,303.989
01/31/06,IDN,25.7835,286.448
02/28/06,IDN,26.1807,299.892
03/31/06,IDN,26.3806,278.325
04/30/06,IDN,26.1902,312.518
05/31/06,IDN,25.919,229.664
06/30/06,IDN,25.5763,259.555
07/31/06,IDN,25.7202,118.214
08/31/06,IDN,25.8833,118.287
09/30/06,IDN,25.8931,159.053
10/31/06,IDN,26.2868,120.381
11/30/06,IDN,26.3156,187.226
12/31/06,IDN,26.2721,302.207
01/31/07,IDN,25.8081,289.176
02/28/07,IDN,26.0066,302.97
03/31/07,IDN,26.1272,304.782
04/30/07,IDN,26.3675,304.573
05/31/07,IDN,26.5901,273.294
06/30/07,IDN,25.8118,256.436
07/31/07,IDN,25.5618,210.086
08/31/07,IDN,25.723,173.889
09/30/07,IDN,25.8302,160.384
10/31/07,IDN,26.3946,192.96
11/30/07,IDN,26.0872,240.639
12/31/07,IDN,25.9952,304.967
01/31/08,IDN,25.9794,236.973
02/29/08,IDN,25.6096,265.674
03/31/08,IDN,25.8097,341.485
04/30/08,IDN,26.0798,288.687
05/31/08,IDN,26.0113,201.717
06/30/08,IDN,25.7365,256.897
07/31/08,IDN,25.3426,204.507
08/31/08,IDN,25.5982,208.424
09/30/08,IDN,26.0661,209.227
10/31/08,IDN,26.3828,279.849
11/30/08,IDN,26.5089,328.193
12/31/08,IDN,26.1182,357.062
01/31/09,IDN,25.809,310.533
02/28/09,IDN,25.9604,279.174
03/31/09,IDN,26.1193,347.858
04/30/09,IDN,26.4725,306.946
05/31/09,IDN,26.515,202.417
06/30/09,IDN,26.291,161.129
07/31/09,IDN,25.8589,164.934
08/31/09,IDN,26.0394,172.475
09/30/09,IDN,26.2011,148.136
10/31/09,IDN,26.45,212.162
11/30/09,IDN,26.3206,291.446
12/31/09,IDN,26.1753,316.627
01/31/10,IDN,26.02,289.622
02/28/10,IDN,26.5062,240.492
03/31/10,IDN,26.5679,345.867
04/30/10,IDN,26.8262,334.777
05/31/10,IDN,26.6504,335.589
06/30/10,IDN,25.9744,273.368
07/31/10,IDN,25.7415,252.118
08/31/10,IDN,25.8239,266.842
09/30/10,IDN,26.1466,366.32
10/31/10,IDN,26.3806,303.848
11/30/10,IDN,26.2081,317.089
12/31/10,IDN,25.9013,279.449
01/31/11,IDN,25.4972,285.798
02/28/11,IDN,25.6828,264.702
03/31/11,IDN,25.873,297.697
04/30/11,IDN,26.1817,295.2
05/31/11,IDN,25.9142,281.598
06/30/11,IDN,25.5542,240.042
07/31/11,IDN,25.7871,151.528
08/31/11,IDN,25.6737,151.29
09/30/11,IDN,25.8117,175.572
10/31/11,IDN,26.1953,278.137
11/30/11,IDN,26.2638,286.122
12/31/11,IDN,26.0117,350.276
01/31/12,IDN,25.8941,276.926
02/29/12,IDN,25.9566,291.002
03/31/12,IDN,25.9866,351.712
04/30/12,IDN,26.2537,299.425
05/31/12,IDN,26.2306,295.162
06/30/12,IDN,25.8802,175.537
07/31/12,IDN,25.6033,180.017
08/31/12,IDN,25.5861,156.192
09/30/12,IDN,26.0629,162.801
10/31/12,IDN,26.4169,235.059
11/30/12,IDN,26.3462,322.199
12/31/12,IDN,26.3079,289.749
01/31/13,IDN,26.1904,256.249
02/28/13,IDN,25.9518,339.174
03/31/13,IDN,26.5842,276.881
04/30/13,IDN,26.6712,279.849
05/31/13,IDN,26.7146,288.929
06/30/13,IDN,26.5888,188.165
07/31/13,IDN,25.9242,206.614
08/31/13,IDN,25.9049,177.859
09/30/13,IDN,26.0898,193.798
10/31/13,IDN,26.4188,205.365
11/30/13,IDN,26.2573,324.158
12/31/13,IDN,26.0579,349.099
01/31/14,IDN,25.5807,260.888
02/28/14,IDN,26.0971,147.083
03/31/14,IDN,26.318,190.802
04/30/14,IDN,26.5207,316.709
05/31/14,IDN,26.61,224.192
06/30/14,IDN,26.4676,214.465
07/31/14,IDN,25.8141,152.326
08/31/14,IDN,25.753,203.129
09/30/14,IDN,26.1365,156.71
10/31/14,IDN,26.4211,161.127
11/30/14,IDN,26.4274,258.955
12/31/14,IDN,26.287,347.74
01/31/15,IDN,25.8036,289.605
02/28/15,IDN,26.0029,277.792
03/31/15,IDN,26.3509,250.32
04/30/15,IDN,26.6217,275.445
05/31/15,IDN,26.6551,203.025
06/30/15,IDN,26.411,208.279
07/31/15,IDN,26.1792,111.689
08/31/15,IDN,26.0478,114.089
09/30/15,IDN,26.1989,84.6531
10/31/15,IDN,26.6079,124.903
11/30/15,IDN,26.5543,239.986
12/31/15,IDN,26.4072,297.991
01/31/91,VNM,21.2641,18.118
02/28/91,VNM,21.7298,14.8579
03/31/91,VNM,23.9737,46.4984
04/30/91,VNM,26.2745,36.1466
05/31/91,VNM,27.4259,107.401
06/30/91,VNM,27.5647,238.163
07/31/91,VNM,27.2983,253.61
08/31/91,VNM,26.9164,270.235
09/30/91,VNM,26.7628,232.92
10/31/91,VNM,24.6845,197.934
11/30/91,VNM,22.4586,105.337
12/31/91,VNM,21.3386,79.4345
01/31/92,VNM,18.9462,142.585
02/29/92,VNM,20.5247,53.1401
03/31/92,VNM,22.7815,36.6519
04/30/92,VNM,26.8073,35.3283
05/31/92,VNM,27.6538,116.384
06/30/92,VNM,27.4563,209.271
07/31/92,VNM,26.9516,319.908
08/31/92,VNM,27.3955,187.041
09/30/92,VNM,26.7272,221.532
10/31/92,VNM,23.8913,160.365
11/30/92,VNM,21.7671,83.6364
12/31/92,VNM,21.4601,96.1109
01/31/93,VNM,19.0534,24.8236
02/28/93,VNM,21.2081,31.2285
03/31/93,VNM,22.6215,35.1611
04/30/93,VNM,25.4837,76.2163
05/31/93,VNM,27.0579,174.115
06/30/93,VNM,27.9814,211.718
07/31/93,VNM,27.5191,196.471
08/31/93,VNM,27.2252,268.77
09/30/93,VNM,26.504,241.719
10/31/93,VNM,24.4762,167.781
11/30/93,VNM,23.0068,119.581
12/31/93,VNM,20.198,72.4858
01/31/94,VNM,20.9519,13.2944
02/28/94,VNM,22.3773,32.9093
03/31/94,VNM,21.149,62.2816
04/30/94,VNM,26.6498,35.6912
05/31/94,VNM,27.5385,235.487
06/30/94,VNM,26.9911,248.917
07/31/94,VNM,27.0498,405.597
08/31/94,VNM,26.9347,302.481
09/30/94,VNM,26.2905,320.645
10/31/94,VNM,24.3455,204.564
11/30/94,VNM,23.3644,138.529
12/31/94,VNM,22.2432,103.222
01/31/95,VNM,19.9174,33.7922
02/28/95,VNM,20.1029,21.7449
03/31/95,VNM,22.3825,30.9501
04/30/95,VNM,26.6082,39.9035
05/31/95,VNM,27.1686,151.754
06/30/95,VNM,27.8195,229.87
07/31/95,VNM,27.2684,330.118
08/31/95,VNM,27.1137,287.467
09/30/95,VNM,26.584,227.125
10/31/95,VNM,25.3163,218.123
11/30/95,VNM,22.4686,226.792
12/31/95,VNM,20.3245,35.174
01/31/96,VNM,20.0181,21.7386
02/29/96,VNM,19.4103,17.3055
03/31/96,VNM,22.3833,57.5022
04/30/96,VNM,24.0762,86.9718
05/31/96,VNM,26.4539,152.643
06/30/96,VNM,27.344,203.677
07/31/96,VNM,27.3193,221.349
08/31/96,VNM,27.1661,288.609
09/30/96,VNM,26.3696,348.562
10/31/96,VNM,25.1223,207.102
11/30/96,VNM,23.4286,276.233
12/31/96,VNM,20.4298,38.6427
01/31/97,VNM,20.15,60.4016
02/28/97,VNM,20.2543,24.7278
03/31/97,VNM,22.4195,72.0989
04/30/97,VNM,24.6844,115.976
05/31/97,VNM,27.1732,158.51
06/30/97,VNM,27.6041,182.177
07/31/97,VNM,26.9861,310.72
08/31/97,VNM,27.3201,245.088
09/30/97,VNM,25.8838,220.01
10/31/97,VNM,25.9285,238.346
11/30/97,VNM,23.9431,81.0013
12/31/97,VNM,22.3844,101.692
01/31/98,VNM,21.5527,20.8839
02/28/98,VNM,22.4171,47.1918
03/31/98,VNM,23.8282,35.0868
04/30/98,VNM,26.7089,77.234
05/31/98,VNM,27.9538,146.659
06/30/98,VNM,27.929,247.579
07/31/98,VNM,27.7233,218.192
08/31/98,VNM,27.7586,244.635
09/30/98,VNM,27.0006,249.119
10/31/98,VNM,25.8023,169.381
11/30/98,VNM,23.6378,215.888
12/31/98,VNM,21.7578,100.497
01/31/99,VNM,20.4104,64.4466
02/28/99,VNM,21.8445,15.4733
03/31/99,VNM,23.1617,37.9691
04/30/99,VNM,25.6748,84.0535
05/31/99,VNM,25.8575,234.418
06/30/99,VNM,27.2385,219.997
07/31/99,VNM,27.2233,294.207
08/31/99,VNM,27.0586,289.914
09/30/99,VNM,26.4061,241.294
10/31/99,VNM,25.2426,255.414
11/30/99,VNM,22.707,390.544
12/31/99,VNM,18.8341,115.409
01/31/00,VNM,20.8595,30.9587
02/29/00,VNM,20.0468,33.7771
03/31/00,VNM,22.2888,23.422
04/30/00,VNM,25.4443,98.7361
05/31/00,VNM,26.2898,202.395
06/30/00,VNM,26.748,213.541
07/31/00,VNM,27.2957,331.229
08/31/00,VNM,27.5865,213.767
09/30/00,VNM,26.3237,227.674
10/31/00,VNM,25.0409,327.404
11/30/00,VNM,22.2276,84.2797
12/31/00,VNM,21.8343,41.7905
01/31/01,VNM,21.5704,30.8024
02/28/01,VNM,21.4537,25.0334
03/31/01,VNM,22.4806,72.9405
04/30/01,VNM,26.5472,61.0906
05/31/01,VNM,26.4012,202.449
06/30/01,VNM,27.0755,212.585
07/31/01,VNM,27.4136,350.803
08/31/01,VNM,27.301,342.963
09/30/01,VNM,26.7575,241.42
10/31/01,VNM,25.4637,244.479
11/30/01,VNM,21.6265,234.133
12/31/01,VNM,20.8035,69.4084
01/31/02,VNM,20.1471,20.0285
02/28/02,VNM,22.0605,21.6108
03/31/02,VNM,23.3405,58.0542
04/30/02,VNM,26.3616,60.3292
05/31/02,VNM,26.8793,209.927
06/30/02,VNM,27.6931,245.751
07/31/02,VNM,27.6522,338.752
08/31/02,VNM,26.8419,297.607
09/30/02,VNM,25.8749,260.997
10/31/02,VNM,24.9864,222.83
11/30/02,VNM,23.2328,131.848
12/31/02,VNM,22.1441,244.606
01/31/03,VNM,19.8417,34.9598
02/28/03,VNM,22.3942,31.1657
03/31/03,VNM,22.4349,45.2812
04/30/03,VNM,26.6682,61.8224
05/31/03,VNM,27.8025,166.842
06/30/03,VNM,27.4849,195.692
07/31/03,VNM,27.754,177.339
08/31/03,VNM,27.6758,331.326
09/30/03,VNM,26.232,323.851
10/31/03,VNM,25.1789,141.691
11/30/03,VNM,23.6439,65.44
12/31/03,VNM,20.4516,25.8375
01/31/04,VNM,20.4061,63.1595
02/29/04,VNM,20.6649,34.795
03/31/04,VNM,22.8187,28.3406
04/30/04,VNM,25.7764,83.6009
05/31/04,VNM,26.9525,179.468
06/30/04,VNM,27.3588,196.401
07/31/04,VNM,26.9753,330.533
08/31/04,VNM,27.4352,240.816
09/30/04,VNM,26.3474,202.711
10/31/04,VNM,24.5783,124.673
11/30/04,VNM,23.5518,104.94
12/31/04,VNM,20.8583,29.0932
01/31/05,VNM,19.9792,17.6684
02/28/05,VNM,22.509,17.5921
03/31/05,VNM,21.8137,46.8319
04/30/05,VNM,25.8387,58.298
05/31/05,VNM,27.6449,159.018
06/30/05,VNM,27.9064,301.711
07/31/05,VNM,27.6919,298.041
08/31/05,VNM,27.3238,302.94
09/30/05,VNM,26.9138,334.111
10/31/05,VNM,24.3,123.213
11/30/05,VNM,23.6483,269.098
12/31/05,VNM,20.2844,90.7911
01/31/06,VNM,20.7224,19.2989
02/28/06,VNM,21.8758,27.6812
03/31/06,VNM,22.6725,49.0977
04/30/06,VNM,25.8928,95.87
05/31/06,VNM,26.5647,130.673
06/30/06,VNM,27.5302,161.968
07/31/06,VNM,27.6337,292.339
08/31/06,VNM,26.93,262.601
09/30/06,VNM,26.3518,199.604
10/31/06,VNM,25.732,331.972
11/30/06,VNM,24.4112,154.444
12/31/06,VNM,21.217,26.1274
01/31/07,VNM,19.5742,22.5017
02/28/07,VNM,22.3902,24.0384
03/31/07,VNM,23.3527,37.4312
04/30/07,VNM,24.9302,79.6929
05/31/07,VNM,26.3317,157.212
06/30/07,VNM,27.7517,303.573
07/31/07,VNM,27.5326,237.151
08/31/07,VNM,26.721,275.663
09/30/07,VNM,26.0802,237.357
10/31/07,VNM,24.7519,371.163
11/30/07,VNM,21.5031,140.922
12/31/07,VNM,22.0848,33.6849
01/31/08,VNM,19.408,26.5981
02/29/08,VNM,18.03,29.5154
03/31/08,VNM,22.0917,43.185
04/30/08,VNM,25.7844,84.5471
05/31/08,VNM,26.1936,155.263
06/30/08,VNM,26.7034,248.361
07/31/08,VNM,27.2563,275.541
08/31/08,VNM,26.9459,287.986
09/30/08,VNM,26.5736,267.792
10/31/08,VNM,25.766,300.932
11/30/08,VNM,22.2886,212.103
12/31/08,VNM,20.3691,81.8229
01/31/09,VNM,18.5874,13.3308
02/28/09,VNM,23.3572,14.991
03/31/09,VNM,22.7104,61.4003
04/30/09,VNM,25.3695,88.3187
05/31/09,VNM,26.5018,198.963
06/30/09,VNM,27.4658,197.629
07/31/09,VNM,27.4224,264.549
08/31/09,VNM,27.8058,209.888
09/30/09,VNM,26.9888,276.696
10/31/09,VNM,25.8003,226.089
11/30/09,VNM,22.9344,110.196
12/31/09,VNM,21.7524,69.4662
01/31/10,VNM,21.2829,119.347
02/28/10,VNM,23.0028,24.6918
03/31/10,VNM,23.3828,17.6805
04/30/10,VNM,25.9156,76.4054
05/31/10,VNM,27.9955,129.848
06/30/10,VNM,27.6409,170.972
07/31/10,VNM,27.6693,231.421
08/31/10,VNM,27.181,258.267
09/30/10,VNM,26.975,208.884
10/31/10,VNM,24.6371,210.198
11/30/10,VNM,22.7269,105.954
12/31/10,VNM,21.5358,70.3632
01/31/11,VNM,18.0561,28.6263
02/28/11,VNM,21.121,20.9222
03/31/11,VNM,19.6389,59.1605
04/30/11,VNM,24.5324,62.3041
05/31/11,VNM,26.5126,155.895
06/30/11,VNM,27.3648,276.433
07/31/11,VNM,27.6562,253.884
08/31/11,VNM,27.2079,258.946
09/30/11,VNM,26.2988,338.789
10/31/11,VNM,24.546,308.646
11/30/11,VNM,23.7394,206.133
12/31/11,VNM,19.9897,65.3421
01/31/12,VNM,19.9376,63.5504
02/29/12,VNM,21.2647,26.6722
03/31/12,VNM,22.66,45.582
04/30/12,VNM,26.1824,59.5025
05/31/12,VNM,27.5174,232.993
06/30/12,VNM,27.4194,234.206
07/31/12,VNM,27.4906,277.347
08/31/12,VNM,27.4666,298.421
09/30/12,VNM,26.4697,212.025
10/31/12,VNM,25.7243,269.287
11/30/12,VNM,24.3128,397.858
12/31/12,VNM,22.4016,54.3562
01/31/13,VNM,20.2787,61.0331
02/28/13,VNM,22.9052,45.2822
03/31/13,VNM,23.9591,58.6912
04/30/13,VNM,25.9443,72.3164
05/31/13,VNM,27.2649,150.656
06/30/13,VNM,27.3868,182.905
07/31/13,VNM,27.2,259.541
08/31/13,VNM,27.3971,274.068
09/30/13,VNM,25.9728,283.283
10/31/13,VNM,24.4809,240.616
11/30/13,VNM,23.375,177.439
12/31/13,VNM,18.6481,282.366
01/31/14,VNM,18.8903,20.1041
02/28/14,VNM,20.5782,14.8243
03/31/14,VNM,22.9839,30.491
04/30/14,VNM,26.1655,67.5097
05/31/14,VNM,27.0155,100.506
06/30/14,VNM,27.994,232.4
07/31/14,VNM,27.3625,297.145
08/31/14,VNM,27.2949,226.706
09/30/14,VNM,26.9982,272.555
10/31/14,VNM,25.6917,173.593
11/30/14,VNM,24.0814,166.37
12/31/14,VNM,20.3978,60.7189
01/31/15,VNM,19.9524,39.6747
02/28/15,VNM,21.5853,18.5884
03/31/15,VNM,23.5692,32.7659
04/30/15,VNM,25.8273,48.371
05/31/15,VNM,28.4432,106.235
06/30/15,VNM,28.5632,194.546
07/31/15,VNM,27.455,265.695
08/31/15,VNM,27.5118,279.796
09/30/15,VNM,27.0807,270.979
10/31/15,VNM,25.3536,210.218
11/30/15,VNM,24.7644,177.599
12/31/15,VNM,22.0768,93.3196
